Nama Barang;Satuan;Harga
Tinta Stample Manis Biru;Pcs;9500
Tinta Stample Manis Hijau;Pcs;9500
Tinta Stample Manis Hitam;Pcs;9500
Tinta Stample Manis Merah;Pcs;9500
Tinta Stample Manis Ungu;Pcs;9500
Tinta Stample Merah - Yamura;Pcs;10500
Tinta Stample Merah Merk Artline;Pcs;23000
Tinta Stample Merah Merk Pyramid;Pcs;6500
Tinta Stample Otomatis 10 Ml;Pcs;12500
Tinta Stample Otomatis 10ml (Biru) - Neo;Pcs;9500
Tinta Stample Otomatis 10ml (Hijau) - Neo;Pcs;9500
Tinta Stample Otomatis 10ml (Hitam) - Neo;Pcs;9500
Tinta Stample Otomatis 10ml (Merah) - Neo;Pcs;9500
Tinta Stample Otomatis 10ml (Ungu) - Neo;Pcs;9500
Tinta Stample Otomatis Biru - Victory / Prince;Pcs;10000
Tinta Stample Otomatis Hijau - Victory / Prince;Pcs;10000
Tinta Stample Otomatis Hitam - Victory / Prince;Pcs;10000
Tinta Stample Otomatis Merah - Victory / Prince;Pcs;10000
Tinta Stample Ungu - Yamura;Pcs;10500
Tinta Stample Ungu Merk Artline;Pcs;23000
Tinta Stample Ungu Merk Pyramid;Pcs;6500
Tinta Trodat 7011 25ml (Biru);Pcs;48500
Tinta Trodat 7011 25ml (Hijau);Pcs;48500
Tinta Trodat 7011 25ml (Hitam);Pcs;48500
Tinta Trodat 7011 25ml (Merah);Pcs;48500
Tinta Trodat 7011 25ml (Ungu);Pcs;48500
Tinta Trodat 7081 25ml Biru;Pcs;82000
Tinta Trodat 7081 25ML Hijau;Pcs;82000
Tinta Trodat 7081 25ml Hitam;Pcs;82000
Tinta Trodat 7081 25ml Merah;Pcs;82000
Tip Ex Kertas + Reffil (169451R/169463R) Merk Faber Castel;Pcs;25000
Tip Ex Kertas + Reffil (QJR-506) 169454R - Faber Castel;Pcs;24000
Tip Ex Kertas 169401N/ ENN 506 Merk Faber Castel;Pcs;13500
Tip Ex Kertas CT 902 Merk Kenko;Pcs;5000
Tip Ex Model Botol Merk Joyko;Pcs;5000
Tip Ex Model Botol Merk Kenko KE01;Pcs;5000
Tip Ex Model Botol ZL C1-W 18ml Merk Pentel;Pcs;29500
Tip Ex Model Pen Merk Joyko;Pcs;5000
Tip Ex Model Pen ZL 62-W 7ml Merk Pentel;Pcs;32500
Tip Ex Model Stabilo CF-S225 / CF-S209 - Joyko;Pcs;5000
Tip Ex Model Stabilo ZL 31-W 12ml Merk Pentel;Pcs;32500
Tip Ex Roler Kertas CT-522 Merk Joyko;Pcs;5500
Tissue 1Kg / 1000 Gr 2ply MP08 - Multi;Pcs;33000
Tissue 250 Sheet See U;Pcs;8500
Tissue 250s 2ply TP22 - Tessa;Pcs;9000
Tissue 554 Gr Merk Livi;Pcs;21000
Tissue Bathroom 6 roll x 328s 2Ply PB02 -Tessa;Pak;33000
Tissue Hand Towel (Tisu Pengesat) THSN 01 - Tessa;Pcs;18750
Tissue Hand Towel 150s (Premium/ Essential) Livi (Biru);Pcs;10000
Tissue Kitchen Towel Paseo Elegant;Pcs;11000
Tissue Kotak @120s - Tessa;Pcs;14500
Tissue Livi Roll Elegant 238s;Roll;3500
Tissue Livi Smart Due Toilet  Roll  205s;Roll;2050
Tissue Mitu Fresh & Clean 60s (Botol);Pcs;22000
Tissue Nice 1000 gr/ 2000 Helai;Pcs;38000
Tissue Nice 250s / 500 helai;Pcs;11000
Tissue Nice 360 helai;Pcs;7000
Tissue Paseo Elegant (Luxuriously Soft) 250s/ 510 helai;Pcs;19000
Tissue Paseo Smart 250s/ 500+40ply;Pcs;11000
Tissue Roll Jumbo Merk Livi;Pcs;19000
Tissue Roll Nice 460+50 helai;Pcs;4500
Tissue Toilet Paseo Elegant @12;Pak;82000
Tissue Toilet See-U;Pak;22000
Tolak Angin Cair Sachet;Pcs;4000
Toner CE285/ CB435 / CRG-325 - Laser;Pcs;135000
Toner HP 107 A;Pcs;755000
Toner Premium Eprint 285A;Pcs;195000
Trigonal Clip No. 1 Merk Atom;Box;4300
Trigonal Clip No. 1 Merk Joyko;Box;1800
Trigonal Clip No. 1 Merk Kenko;Box;1900
Trigonal Clip No. 3 Merk Joyko;Box;1600
Trigonal Clip No. 3 Merk Kenko;Box;1800
Trigonal Clip Warna Kecil No. 3 Joyko;Box;4500
Trigonal Clip Warna Kecil No. 3 Kenko;Box;4500
Trodat Finger Print 9094;Pcs;56000
Tusukan Bon / Card Rock;Pcs;11000
Tusukan Gigi;Box;32000
USB 128 GB Merk Sandisk;Pcs;185000
USB 16 GB Merk Sandisk;Pcs;105000
USB 32 GB Merk Sandisk;Pcs;121000
USB 64 GB Merk Sandisk;Pcs;155000
USB 64 GB OTG Merk Sandisk;Pcs;430000
USB HUB 3.0 4 Port 4 Switch - Mtech / Gaintech;Pcs;80000
Vape Spray 600 Ml;Pcs;45000
WD 40 333ml;Pcs;80000
WD 40 382 ml;Pcs;88000
Wet Tissue @2 50s - Paseo;Set;14000
Whiteboard Set WBS-170 CO;Pcs;22000
Wipol Botol 750 ml;Pcs;34500
Yuri Handsoap 410 Ml;Pcs;33000
Zipper Pocket A4 Bambi 5131;Pcs;31000
Zipper Pocket F4 (Bambi 5130);Pcs;35000
